[20:09:29 gpu 11.5G ram 6.0G] (0) Epoch 1/1, Batch 1/9734 (mgh16_4), Loss: 4.6562
[20:43:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1458/9734 (mgh36_1), Loss: 6.5312
[20:43:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1459/9734 (mgh6_1), Loss: 3.2188
[20:43:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1460/9734 (mgh20_0), Loss: 2.4219
[20:44:01 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1461/9734 (mgh40_5), Loss: 2.8125
[20:44:02 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1462/9734 (mgh40_0), Loss: 3.1406
[20:44:02 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1463/9734 (btbank6_4), Loss: 4.4375
[20:44:02 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1464/9734 (mgh52_0), Loss: 2.2031
[20:44:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1465/9734 (mgh40_1), Loss: 2.2969
[20:44:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1466/9734 (btbank6_4), Loss: 4.4062
[20:44:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1467/9734 (mgh10_1), Loss: 1.5391
[20:44:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1468/9734 (mgh40_0), Loss: 3.1094
[20:44:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1469/9734 (mgh32_1), Loss: 3.1719
[20:44:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1470/9734 (mgh51_0), Loss: 2.0156
[20:44:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1471/9734 (mgh36_1), Loss: 39.7500
[20:44:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1472/9734 (mgh17_0), Loss: 4.1250
[20:44:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1473/9734 (btbank1_0), Loss: 4.0625
[20:44:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1474/9734 (mgh55_0), Loss: 3.0000
[20:44:13 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1475/9734 (mgh24_0), Loss: 13.1875
[20:44:13 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1476/9734 (mgh34_6), Loss: 2.9062
[20:44:13 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1477/9734 (mgh18_0), Loss: 3.1719
[20:44:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1478/9734 (btbank4_0), Loss: 4.5000
[20:44:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1479/9734 (mgh3_0), Loss: 4.4375
[20:44:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1480/9734 (mgh40_5), Loss: 2.7500
[20:44:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1481/9734 (mgh23_1), Loss: 2.7500
[20:44:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1482/9734 (mgh34_1), Loss: 3.3438
[20:44:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1483/9734 (mgh28_0), Loss: 4.2500
[20:44:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1484/9734 (mgh40_2), Loss: 3.6875
[20:44:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1485/9734 (mgh46_0), Loss: 3.5156
[20:44:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1486/9734 (mgh34_1), Loss: 3.1406
[20:44:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1487/9734 (mgh40_1), Loss: 2.3750
[20:44:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1488/9734 (mgh8_0), Loss: 3.4062
[20:44:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1489/9734 (mgh40_2), Loss: 3.7344
[20:45:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1490/9734 (mgh40_6), Loss: 2.8125
[20:45:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1491/9734 (mgh34_1), Loss: 3.0625
[20:45:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1492/9734 (btbank3_0), Loss: 4.5312
[20:45:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1493/9734 (mgh13_0), Loss: 1.7734
[20:45:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1494/9734 (mgh2_1), Loss: 3.3438
[20:45:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1495/9734 (mgh9_1), Loss: 2.4844
[20:45:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1496/9734 (mgh40_2), Loss: 3.8438
[20:45:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1497/9734 (mgh52_0), Loss: 2.5000
[20:45:08 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1498/9734 (mgh40_5), Loss: 2.8438
[20:45:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1499/9734 (mgh13_0), Loss: 2.2656
[20:45:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1500/9734 (mgh4_0), Loss: 4.3438
[20:45:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1501/9734 (mgh33_0), Loss: 2.0781
[20:45:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1502/9734 (mgh34_4), Loss: 3.6250
[20:45:10 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1503/9734 (mgh19_0), Loss: 3.0312
[20:45:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1504/9734 (mgh40_2), Loss: 3.2344
[20:45:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1505/9734 (mgh57_0), Loss: 3.8281
[20:45:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1506/9734 (mgh7_2), Loss: 3.0625
[20:45:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1507/9734 (mgh8_0), Loss: 3.0938
[20:45:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1508/9734 (mgh33_0), Loss: 2.2344
[20:45:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1509/9734 (mgh14_0), Loss: 1.7812
[20:45:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1510/9734 (mgh33_0), Loss: 2.1250
[20:45:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1511/9734 (mgh34_4), Loss: 3.1875
[20:45:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1512/9734 (mgh4_0), Loss: 4.0938
[20:45:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1513/9734 (mgh36_2), Loss: 2.5781
[20:46:06 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1514/9734 (btbank10_1), Loss: 4.3438
[20:46:06 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1515/9734 (mgh28_0), Loss: 4.3750
[20:46:06 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1516/9734 (mgh9_1), Loss: 2.5312
[20:46:06 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1517/9734 (mgh11_0), Loss: 4.0938
[20:46:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1518/9734 (mgh20_0), Loss: 3.2188
[20:46:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1519/9734 (mgh40_5), Loss: 2.3438
[20:46:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1520/9734 (mgh18_0), Loss: 3.0312
[20:46:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1521/9734 (mgh40_6), Loss: 2.8594
[20:46:07 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1522/9734 (mgh60_1), Loss: 4.4688
[20:46:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1523/9734 (mgh10_4), Loss: 3.9062
[20:46:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1524/9734 (mgh18_1), Loss: 2.6094
[20:46:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1525/9734 (mgh9_1), Loss: 2.7656
[20:46:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1526/9734 (mgh40_2), Loss: 3.6094
[20:46:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1527/9734 (mgh1_2), Loss: 4.6250
[20:46:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1528/9734 (mgh40_0), Loss: 3.2188
[20:46:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1529/9734 (mgh40_2), Loss: 5.1875
[20:46:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1530/9734 (mgh20_0), Loss: 3.1406
[20:46:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1531/9734 (mgh12_1), Loss: 2.8906
[20:46:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1532/9734 (mgh28_0), Loss: 4.2500
[20:46:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1533/9734 (mgh14_1), Loss: 4.0938
[20:46:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1534/9734 (btbank3_1), Loss: 4.5938
[20:46:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1535/9734 (mgh42_0), Loss: 2.9844
[20:46:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1536/9734 (mgh42_0), Loss: 2.9688
[20:46:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1537/9734 (mgh42_0), Loss: 3.8594
[20:46:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1538/9734 (mgh32_0), Loss: 3.3906
[20:46:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1539/9734 (mgh10_1), Loss: 1.6094
[20:46:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1540/9734 (mgh14_1), Loss: 3.9375
[20:46:29 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1541/9734 (mgh12_1), Loss: 2.2344
[20:46:29 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1542/9734 (mgh40_2), Loss: 3.5781
[20:46:30 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1543/9734 (btbank2_6), Loss: 4.3750
[20:46:30 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1544/9734 (mgh6_1), Loss: 2.8750
[20:46:30 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1545/9734 (mgh60_1), Loss: 4.2812
[20:46:30 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1546/9734 (mgh40_6), Loss: 2.7812
[20:46:31 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1547/9734 (mgh40_1), Loss: 2.1875
[20:46:31 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1548/9734 (mgh22_0), Loss: 3.9688
[20:46:31 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1549/9734 (mgh12_1), Loss: 2.5156
[20:46:31 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1550/9734 (mgh40_0), Loss: 3.2344
[20:46:31 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1551/9734 (mgh20_0), Loss: 2.9375
[20:46:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1552/9734 (mgh29_1), Loss: 3.0469
[20:46:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1553/9734 (mgh44_0), Loss: 2.7812
[20:46:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1554/9734 (mgh40_2), Loss: 4.4375
[20:46:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1555/9734 (mgh29_0), Loss: 1.9219
[20:46:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1556/9734 (mgh57_0), Loss: 4.2188
[20:46:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1557/9734 (mgh23_1), Loss: 2.6875
[20:46:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1558/9734 (mgh1_2), Loss: 3.2031
[20:46:47 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1559/9734 (btbank5_0), Loss: 4.6562
[20:46:48 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1560/9734 (mgh52_0), Loss: 2.0312
[20:46:48 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1561/9734 (mgh40_0), Loss: 2.7812
[20:46:48 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1562/9734 (mgh10_4), Loss: 3.6562
[20:46:48 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1563/9734 (mgh25_1), Loss: 2.4375
[20:46:48 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1564/9734 (mgh9_1), Loss: 2.4062
[20:46:49 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1565/9734 (mgh33_0), Loss: 1.8906
[20:46:49 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1566/9734 (mgh1_2), Loss: 3.3594
[20:46:49 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1567/9734 (mgh52_0), Loss: 1.8516
[20:47:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1568/9734 (mgh34_1), Loss: 2.9219
[20:47:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1569/9734 (mgh57_0), Loss: 5.3750
[20:47:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1570/9734 (mgh2_1), Loss: 2.8125
[20:47:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1571/9734 (mgh32_0), Loss: 3.4844
[20:47:10 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1572/9734 (mgh62_1), Loss: 3.3125
[20:47:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1573/9734 (mgh28_0), Loss: 4.4062
[20:47:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1574/9734 (mgh6_1), Loss: 3.4062
[20:47:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1575/9734 (mgh30_1), Loss: 1.4844
[20:47:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1576/9734 (mgh3_0), Loss: 3.8594
[20:47:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1577/9734 (btbank2_4), Loss: 4.3750
[20:47:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1578/9734 (mgh40_0), Loss: 3.1719
[20:47:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1579/9734 (mgh34_3), Loss: 1.9141
[20:47:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1580/9734 (mgh1_2), Loss: 3.0312
[20:47:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1581/9734 (mgh17_1), Loss: 2.4062
[20:47:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1582/9734 (mgh6_1), Loss: 2.8438
[20:47:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1583/9734 (mgh40_2), Loss: 3.4688
[20:47:12 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1584/9734 (mgh6_1), Loss: 2.3438
[20:47:13 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1585/9734 (mgh1_2), Loss: 2.9531
[20:47:50 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1586/9734 (mgh40_6), Loss: 2.5625
[20:47:50 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1587/9734 (mgh43_0), Loss: 4.1250
[20:47:50 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1588/9734 (mgh43_2), Loss: 4.1875
[20:47:50 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1589/9734 (mgh40_2), Loss: 3.2969
[20:47:50 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1590/9734 (mgh33_0), Loss: 1.9688
[20:47:51 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1591/9734 (mgh50_0), Loss: 3.2969
[20:47:51 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1592/9734 (mgh28_0), Loss: 4.3750
[20:47:51 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1593/9734 (mgh22_0), Loss: 3.7812
[20:47:51 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1594/9734 (mgh48_0), Loss: 3.9844
[20:47:52 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1595/9734 (mgh1_0), Loss: 3.4531
[20:47:52 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1596/9734 (mgh40_6), Loss: 2.6875
[20:47:52 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1597/9734 (mgh33_0), Loss: 1.8594
[20:47:52 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1598/9734 (mgh1_3), Loss: 3.3281
[20:47:52 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1599/9734 (mgh40_6), Loss: 2.3906
[20:47:53 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1600/9734 (mgh34_5), Loss: 1.6016
[20:47:53 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1601/9734 (mgh26_0), Loss: 1.7578
[20:47:53 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1602/9734 (mgh40_0), Loss: 2.8750
[20:47:53 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1603/9734 (mgh6_1), Loss: 5.5625
[20:47:53 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1604/9734 (mgh40_0), Loss: 3.0938
[20:47:54 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1605/9734 (mgh40_0), Loss: 2.7812
[20:47:54 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1606/9734 (mgh56_0), Loss: 4.4688
[20:47:54 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1607/9734 (mgh40_2), Loss: 3.4062
[20:47:54 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1608/9734 (mgh57_0), Loss: 5.7812
[20:47:54 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1609/9734 (mgh40_4), Loss: 3.3438
[20:47:55 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1610/9734 (mgh33_0), Loss: 1.8203
[20:47:55 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1611/9734 (mgh42_0), Loss: 2.2500
[20:47:55 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1612/9734 (mgh16_0), Loss: 4.0625
[20:48:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1613/9734 (mgh6_1), Loss: 2.2500
[20:48:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1614/9734 (mgh46_0), Loss: 3.3438
[20:48:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1615/9734 (mgh40_6), Loss: 2.5469
[20:48:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1616/9734 (mgh4_0), Loss: 4.1875
[20:48:32 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1617/9734 (mgh3_0), Loss: 3.8125
[20:48:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1618/9734 (mgh7_1), Loss: 5.4062
[20:48:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1619/9734 (mgh18_0), Loss: 2.7031
[20:48:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1620/9734 (mgh9_1), Loss: 2.2812
[20:48:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1621/9734 (mgh7_2), Loss: 3.2188
[20:48:33 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1622/9734 (mgh28_0), Loss: 4.0625
[20:48:34 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1623/9734 (mgh40_0), Loss: 3.0156
[20:48:34 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1624/9734 (mgh3_0), Loss: 4.0312
[20:48:34 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1625/9734 (mgh3_0), Loss: 3.4531
[20:48:34 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1626/9734 (mgh13_0), Loss: 1.3594
[20:48:34 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1627/9734 (mgh40_0), Loss: 2.8906
[20:48:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1628/9734 (mgh17_1), Loss: 2.2344
[20:48:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1629/9734 (mgh40_2), Loss: 4.2188
[20:48:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1630/9734 (mgh8_0), Loss: 3.2812
[20:48:35 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1631/9734 (mgh32_0), Loss: 3.7344
[20:48:36 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1632/9734 (mgh34_1), Loss: 3.0312
[20:48:36 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1633/9734 (mgh4_0), Loss: 4.0625
[20:48:36 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1634/9734 (mgh60_1), Loss: 4.9062
[20:48:36 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1635/9734 (mgh40_1), Loss: 2.2500
[20:48:37 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1636/9734 (mgh34_1), Loss: 3.0000
[20:48:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1637/9734 (mgh10_4), Loss: 3.3438
[20:48:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1638/9734 (btbank2_4), Loss: 4.4688
[20:48:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1639/9734 (mgh2_0), Loss: 1.4688
[20:49:08 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1640/9734 (mgh3_0), Loss: 4.5000
[20:49:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1641/9734 (mgh29_1), Loss: 2.6250
[20:49:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1642/9734 (btbank3_1), Loss: 4.5625
[20:49:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1643/9734 (mgh18_0), Loss: 2.2812
[20:49:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1644/9734 (mgh51_0), Loss: 1.6172
[20:49:09 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1645/9734 (mgh1_2), Loss: 3.0938
[20:49:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1646/9734 (mgh50_0), Loss: 3.4062
[20:49:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1647/9734 (mgh22_0), Loss: 3.8750
[20:49:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1648/9734 (mgh52_0), Loss: 1.9062
[20:49:10 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1649/9734 (mgh52_0), Loss: 2.1094
[20:49:11 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1650/9734 (mgh40_2), Loss: 4.0938
[20:49:36 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1651/9734 (btbank10_1), Loss: 4.1875
[20:49:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1652/9734 (mgh28_0), Loss: 4.6250
[20:49:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1653/9734 (mgh22_0), Loss: 3.6250
[20:49:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1654/9734 (mgh16_4), Loss: 3.6719
[20:49:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1655/9734 (mgh40_0), Loss: 3.0469
[20:49:37 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1656/9734 (mgh10_4), Loss: 3.3438
[20:49:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1657/9734 (mgh16_4), Loss: 3.5000
[20:49:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1658/9734 (mgh32_0), Loss: 3.2344
[20:49:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1659/9734 (mgh8_0), Loss: 3.5156
[20:49:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1660/9734 (mgh42_0), Loss: 2.4375
[20:49:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1661/9734 (mgh40_2), Loss: 3.4844
[20:49:38 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1662/9734 (btbank2_4), Loss: 4.3438
[20:49:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1663/9734 (mgh1_2), Loss: 3.4219
[20:49:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1664/9734 (mgh22_0), Loss: 3.8750
[20:49:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1665/9734 (mgh13_0), Loss: 1.2344
[20:49:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1666/9734 (mgh33_0), Loss: 1.8203
[20:49:39 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1667/9734 (mgh13_0), Loss: 1.3125
[20:49:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1668/9734 (mgh17_1), Loss: 2.3438
[20:49:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1669/9734 (mgh28_0), Loss: 3.9688
[20:49:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1670/9734 (mgh7_2), Loss: 29.6250
[20:49:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1671/9734 (mgh29_1), Loss: 3.1406
[20:49:40 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1672/9734 (mgh6_0), Loss: 7.9062
[20:49:41 gpu 11.6G ram 14.6G] (0) Epoch 1/1, Batch 1673/9734 (mgh33_0), Loss: 2.0156
[20:49:41 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1674/9734 (mgh17_1), Loss: 2.2031
[20:49:41 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1675/9734 (mgh40_0), Loss: 2.8125
[20:50:01 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1676/9734 (btbank1_2), Loss: 4.2188
[20:50:02 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1677/9734 (mgh42_0), Loss: 2.7344
[20:50:16 gpu 11.6G ram 14.5G] (0) Epoch 1/1, Batch 1678/9734 (mgh40_2), Loss: 3.5625
